nomor_memo_dinas,bulan_masuk,tahun_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
3224/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,3051,PT. Madya Utama Expresindo,Telepon Selular,ITU / 8388,ITU,China, 
3225/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,3052,PT. Madya Utama Expresindo,Telepon Selular,ITU / 8838,ITU,China, 
3226/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,3067,HUF ELECTRONICS BRETTEN GMBH,Trigger Transmitter,Huf / TSSTSb,HUF,Germany, 
3227/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,3082,"Sarana Kencana Mulya, PT.",Telepon Selular,Polytron / C180,Polytron,China, 
3228/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,2630,"Huawei Tech Investment, PT.",Firewall,HUAWEI / Eudmeon 1000E-X5,HUAWEI,China, 
3229/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,2771,"Inti Megah Swara, PT.",Wireless Speaker,JBL / JBL ON AIR,JBL,China, 
3230/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,2772,"Inti Megah Swara, PT.",Wireless Speaker,JBL / JBL ON BEAT AIR,JBL,China, 
3231/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-13,2856,"Brother International Sales Indonesia, PT.",Printer Multifungsi,Brother / MFC-J2510,Brother,China, 
3232/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,2755,PT. Surya Citra Nata Buana,GPS TRACKING,AMWELL / T360-108 GPS / GPRS,AMWELL,China, 
3233/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3046,"International Trading Co., CV.",Wireless Modem,Mylink / M572,Mylink,China, 
3234/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3053,"International Trading Co., CV.",Wireless Modem,Huawei / EC5321,HUAWEI,China, 
3235/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3059,"Maju Express Indonesia, PT.",Telepon Selular,Mito / 828,Mito,China, 
3236/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3061,"LENOVO INDONESIA, PT.",Mobile Phone GSM/WCDMA,Lenovo / Lenovo A800,Lenovo,China, 
3237/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3062,"Bintang Cemerlang, PT.",Telepon Selular,Ninetology / i5300,Ninetology,China, 
3238/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3088,"Dwi Utama Perkasa, PT.",Mobile Phone,Maxtron / G-1,MAXTRON,China, 
3239/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3091,"Dwi Utama Perkasa, PT.",Mobile Phone,Maxtron / C4,MAXTRON,China, 
3240/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3166,"Silex Technology, Inc ",Wireless LAN PCI Express Mini Card Module,Silex Technology / SX-PCEAN,Silex Technology,Japan, 
3241/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3167,"Samsung Electronics Indonesia, PT.",Camera Digital With WLAN b/g/n,Samsung / NX1000,SAMSUNG,China, 
3242/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3168,"Samsung Electronics Indonesia, PT.",Camera Digital With WLAN b/g/n,Samsung / NX210,SAMSUNG,China, 
3243/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3169,"Samsung Electronics Indonesia, PT.",Camera Digital With WLAN b/g/n,Samsung / NX20,SAMSUNG,China, 
3244/SPRHU/BBPPT/XII/2012,Desember,2012,13-Dec-12,2012-12-14,3170,"Weifang Geortek Technology Co,- Ltd",3D Eyewear,Panasonic / TY-ER3D5Ma,Panasonic,China, 
3245/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,1573,Harman/Becker Automotive Systems GmbH,Car Infotainment System,BMW / NBT HU,BMW,Germany, 
3246/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,2700,"Damai Sejati, PT.",PBX,Panasonic / KX-TDE100BX,Panasonic,Vietnam, 
3247/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,2701,"Damai Sejati, PT.",PBX,Panasonic / KX-TDA600BX,Panasonic,Vietnam, 
3248/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,2791,"Damai Sejati, PT.",PBX,Panasonic / KX-TDE200BX,Panasonic,Vietnam, 
3249/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3009,"D-Link International Pte., Ltd.",HSDPA+Mobile Router,D-Link / DWR-730,D-Link,Taiwan, 
3250/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3066,"Panca Cahayamulya, PT.",Epad/Tablet PC,Cougar / CTN 11,COUGAR,China, 
3251/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3109,"Trisakti Universal, PT.",Telepon Genggam,Maxis / MX808,MAXIS,China, 
3252/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3115,PT. Madya Utama Expresindo,Telepon Selular,Micxon / OX7,Micxon,China, 
3253/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3116,PT. Madya Utama Expresindo,Telepon Selular,Micxon / SX11,Micxon,China, 
3254/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,1741,"Safir Elektronik Indonesia, PT.",IP Communication Solution,LG-ERICSSON / iPLDK-60,LG-ERICSSON,Thailand, 
3255/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3084,"Trisakti Universal, PT.",Telepon Genggam,Zuper / Z819,ZUPER,China, 
3256/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3089,"Dwi Utama Perkasa, PT.",Mobile Phone,Maxtron / Vein III,MAXTRON,China, 
3257/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3119,"Trisakti Universal, PT.",Telepon Genggam,Maxis / MX707,MAXIS,China, 
3258/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3195,"Damai Sejati, PT.",Key Telepon System (KTS),PANASONIC / KX-NT321X,Panasonic,Vietnam, 
3259/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,2913,"Cakrawala Multi Komunikasi Pusat Jakarta, PT.",VHF Desktop Repeater/Base Station,Vertex Standard / VXR-7000U A Repeater (Freq : UHF 400 - 430 MHz),Vertex Standard,Japan, 
3260/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3127,"Toyota Motor Manufacturing Indonesia, PT.",Compute Assy Smart Key,TOYOTA / 232900-0520-12V,TOYOTA,Japan, 
3261/SPRHU/BBPPT/XII/2012,Desember,2012,14-Dec-12,2012-12-14,3184,"Samsung Electronics Indonesia, PT.",Personal Access Network,Samsung / GT-P3110,SAMSUNG,"Korea, Republic of", 
3262/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-17,1588,"Safir Elektronik Indonesia, PT.",Smart Business Gateway,LG-Ericsson / iPECS-SBG1000,LG-ERICSSON,Thailand, 
3263/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-17,2082,"Bintang Baru, CV.",DECT Phone,MOTOROLA / D1002,Motorola,China, 
3264/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-17,2565,"Citra Kreasi Makmur, PT.",Cordless Phone,Philips / CD2901,PHILIPS,China, 
3265/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,1035,"Asusindo Servistama, PT.",Router + WLAN,ASUS / RT-N56U,ASUS,China, 
3266/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,2083,"Bintang Baru, CV.",DECT Phone,MOTOROLA / D1001,Motorola,China, 
3267/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-17,3055,Broadcom Corporation,802.11 abgn WLAN+Bluetooth Card,Broadcom / BCM94330LGA,Broadcom,China, 
3268/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-17,3182,"Samsung Electronics Indonesia, PT.",Personal Access Network,Samsung / GT-P3110,SAMSUNG,China, 
3269/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-17,3183,"Samsung Electronics Indonesia, PT.",Personal Access Network,Samsung / GT-P3110,SAMSUNG,Vietnam, 
3270/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,2714,"Timerindo Perkasa International, PT",Telepon Selular GSM,TAG Heuer RACER / TH03M,TAG Heuer RACER,France, 
3271/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,2720,"Tera Data Indonusa, PT.",Personal Access Network (PAN),AXIOO / PICOPAD / GGM,AXIOO,China, 
3272/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,2752,"Tera Data Indonusa, PT.",Personal Access Network (PAN),AXIOO / PICOPAD/GHM,AXIOO,China, 
3273/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,3017,PT. Sinar Mentari Era Jaya,SafeStream? Gigabit Dual-WAN VPN Router,TP-Link / TL-R600VPN,TP-LINK,China, 
3274/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,3018,PT. Sinar Mentari Era Jaya,Gigabit Load Balance Broadband Router,TP-LINK / TL-ER5120,TP-LINK,China, 
3275/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,3069,"Vizta Telesindo Prakarsa, PT.",Telepon Selular,XEVIAN / B300,Xevian,China, 
3276/SPRHU/BBPPT/XII/2012,Desember,2012,17-Dec-12,2012-12-18,3096,"LENOVO INDONESIA, PT.",Mobile Phone GSM/WCDMA,Lenovo / Lenovo P770,Lenovo,China, 
3277/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,2472,"Cisco Systems Indonesia, PT.",Router,Cisco / EA6500,Cisco,China, 
3278/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,2963,"Dua Rajawali, PT.",Ponsel Dual GSM 900/1800 MHz,Sky Call / S59,SKY CALL,China, 
3279/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,3086,"Ericsson Indonesia, PT.","0.6m Compact Antenna 18 GHz, High Performance",ERICSSON / Single Polarized (UKY 21077),ERICSSON,Swedia, 
3280/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,3099,"Parastar Echorindo, PT.",Telepon Selular GSM dan CDMA,Alcatel / One Touch D6562,ALCATEL,China, 
3281/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,3106,"ZTE Indonesia, PT.",Telepon Selular,ZTE / ZTE V887,ZTE,China, 
3282/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,3107,"LG Electronics Indonesia, PT.",Mobile Phone,LG / P765,LG,China, 
3283/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,3111,"Tera Data Indonusa, PT.",Smartphone,AXIOO / PICOPAD/GEW,AXIOO,China, 
3284/SPRHU/BBPPT/XII/2012,Desember,2012,18-Dec-12,2012-12-19,3123,"Trisakti Universal, PT.",Telepon Genggam,Maxis / MX909,MAXIS,China, 
3285/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,2092,"Vitell Mobile Indonesia, PT",Telepon Selular,ViTELL / V521,ViTELL,China, 
3286/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3007,"Cisco Systems Indonesia, PT.",Cisco Telepresence VX Tactical (TPS-1000A),Cisco / CTS-TACT-K9,Cisco,"Korea, Republic of", 
3287/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3085,"Lintas Teknologi Indonesia, PT.",Converged Service Assurance,EXFO / BRIX Verifier,EXFO,United States, 
3288/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3117,"Smart Telecom, PT.",TELEPON SELULAR ANDROMAX,SMARTFREN / i6c,SMARTFREN,China, 
3289/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3126,"Supertone, PT.",Telepon Selular,SPC / T12,SPC,China, 
3290/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3136,"Indonagatomi Elektroutama, PT.",Handheld Terminal,Casio / IT-800,CASIO,Japan, 
3291/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3137,"Netcomp System, PT.",Modem Selular,Huawei / E172,HUAWEI,China, 
3292/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3154,PT. Bejana Nusa Agung,Handphone,IT MOBILE / G801,IT MOBILE,China, 
3293/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3156,"Cisco Systems Indonesia, PT.",Wireless Access Point,Cisco / AIR-SAP16021-C-K9,Cisco,China, 
3294/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3157,"Cisco Systems Indonesia, PT.",Wireless Access Point,Cisco / AIR-CAP16021-C-K9,Cisco,China, 
3295/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3160,"Dwi Utama Perkasa, PT.",Mobile Phone,Maxtron / MG587,MAXTRON,China, 
3296/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3122,"Dwi Utama Perkasa, PT.",Mobile Phone,Himax / Pure,HIMAX,China, 
3297/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3134,"Samsung Electronics Indonesia, PT.",Telepon Selular,Samsung / GT-I8190,SAMSUNG,"Korea, Republic of", 
3298/SPRHU/BBPPT/XII/2012,Desember,2012,19-Dec-12,2012-12-20,3144,"NEC Indonesia, PT.",Antenna,NEC / BSL2-212DS-M Frekuensi 23 GHz,NEC,China, 
R3299/SPRHU/BBPPT/XII/2012,Desember,2012,27-Dec-12,2012-12-28,3145,"NEC Indonesia, PT.",Antenna,NEC / BSL2-W71NS-M Frekuensi 7 GHz,NEC,China, 
