no,nomor_memo_dinas,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,negara_pembuat,keterangan
73,1316/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1210,PT. Naga Mas Kreasi Mandiri,TELEPON SELULAR,K-TOUCH / D782,China,
74,1317/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1214,PT. Indotasik Graha Utama,VHF Transmitter,Park Air Systyems (PAE) /.T6T,United Kingdom,
75,1318/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1258,PT. Datacomindo Mitrausaha,Telepon Selular,DTC / DTC 750,China,
76,1319/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1227,PT. Mitra Kabel Indonesia,Handphone,Quantum / F5850,China,
77,1320/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1262,PT.Maju Express Indonesia,Telepon Seluler,MITO / 8900,China,
78,1321/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1263,PT. Duta Sarana Sukses,Telepon Selular,GSTAR / 818i,China,
79,1322/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1264,PT. Duta Sarana Sukses,Telepon Selular,Vodastar / V-888,China,
80,1323/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1265,PT. Dwi Utama Perkasa,TELEPON SELULAR,MAXTRON / MG 175,China,
81,1324/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1267,PT. Surya Candra,Wireless Presenter,Logitech / R-R0003,China,
82,1325/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1268,PT. Surya Candra,Wireless Presenter,Logitech /R-R0004,China,
83,1326/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1276,PT. Madya Utama Expresindo,Telepon Selular,"G-VON / G-VON 950, DUAL BAND-DUAL SIM CARD (GSM-GSM 900/1800MHz)",China,
84,1327/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1279,PT. Sinar Jaya Sukses Mandiri,Telepon Selular,Ht Mobile / A 30,China,
85,1328/SPRHU/BBPPT/VIII/09,12-Aug-09,13-Aug-09,1229,PT. Nexco Jaya,Telepon Selular,D'fone / S888,China,
86,1329/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1114,PT. Sea Bridge Shipping,Navtex Receiver,JRC / NCR-333,Japan,
87,1330/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1116,PT. Sea Bridge Shipping,Two-Way Radio Telephone,JRC / JHS-7,Japan,
88,1331/SPRHU/BBPPT/VIII/09,19-Aug-09,24-Aug-09,1117,PT. Sea Bridge Shipping,VHF Marine Transceiver Radio Telephone,FURUNO / FM 3000,Japan,
89,1332/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1222,PT. Cipta Skynindo,Digital Satellite Receiver,SIMON / 910,"Korea, Republic Of",
90,1333/SPRHU/BBPPT/VIII/09,19-Aug-09,24-Aug-09,1223,PT. Cipta Skynindo,Digital Satellite Receiver,Jiu Zhou / DTS5450,China,
91,1334/SPRHU/BBPPT/VIII/09,19-Aug-09,24-Aug-09,1129,PT. Atala Sakti Utama,Radio Terminal Mobile,EADS / TMR 880i,Finland,
92,1335/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1130,PT. Atala Sakti Utama,Radio Terminal Handheld,EADS / THR 880i,Finland,
93,1336/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1231,PT. Karyamegah Adijaya,Digital Satellite Receiver High Definition,Q-BOX / Q-8100,China,
94,1337/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1232,PT. Karyamegah Adijaya,Digital Satellite Receiver High Definition,SCOPUS / IRD-2900,United States,
95,1338/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1234,PT. Karyamegah Adijaya,Digital Satellite Receiver High Definition,COSHIP / CDVB 5668,China,
96,1339/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1243,PT. Cahya Indolestari,Telepon Selular,Apple / iPhone / 3G S,China,
97,1340/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1255,PT. Transtel Universal,C-Band Rack-Mount High Power Amplifier,Xicom Technology / XTRD2000C,United States,
98,1341/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1277,PT. Nokia Siemens Networks,FlexiHybrid,Nokia Siemens Networks / Hibrid Microwave Radio Split 7/8 GHz,Italy,
99,1342/SPRHU/BBPPT/VIII/09,19-Aug-09,21-Aug-09,1278,PT. Pensonic Indonesia,Digital Satellite Receiver,Kiu Kiu / BP2009,Indonesia,
100,1343/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,909,PT. Halik Selindo Alpha,IP Telephone,AVAYA / 1608,United States,
101,1344/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1147,PT. Catur Mitra Adhikara,FM Transmitter,Broadcast Electronics / FM-5C,United States,
102,1345/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1200,PT. Central Cipta Kemakmuran,Wireless G 2-Way Audio Surveilance Camera,TP-LINK / TL-SC3130G,China,
103,1346/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1211,PT. Catur Mitra Adhikara,FM Transmitter,Broadcast Electronics / STX LP 1 Kw,United States,
104,1347/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1240,PT. Autojaya Idetech,Mobile Enterprise Digital Assistant,Motorola Symbol / MC3090,China,
105,1348/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1247,PT. Nokia Indonesia,BLUETOOTH HEADSET,NOKIA / BH-105,China,
106,1349/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1248,PT. Nokia Indonesia,BLUETOOTH HEADSET,NOKIA / BH-106,China,
107,1350/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1250,PT. Astrindo Starvision,Mocrosoft Bluetooth Number pad,Microsoft / 1391,China,
108,1351/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1251,PT. Astrindo Starvision,Microsoft Bluetooth Mobile Keyboard 6000,Microsoft / 1390,China,
109,1352/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1274,PT. Huawei Tech Investment,Wi-Fi LAN Adapter,HUAWEI / D100,China,
110,1353/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1281,PT. Prolink Intidata Nusantara,Wireless N Mini Portalbe Router,PROLINK / WNR1004,Taiwan,
111,1354/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1282,PT. Prolink Intidata Nusantara,"3,5G Wireless HSPA Router",PROLINK / PWH2001,China,
112,1355/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1292,PT. Hewlett-Packard Indonesia,HP OfficeJet 4500,hp / SNPRC-0902-01,China,
113,1356/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1299,PT. Duta Sarana Sukses,Pesawat Telepon Selular,VODASTAR / V-228,China,
114,1357/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1302,PT. ZTE Indonesia,Pesawat Telepon Selular,ZTE / ZTE-G R230,China,
115,1358/SPRHU/BBPPT/VIII/09,21-Aug-09,24-Aug-09,1317,PT. Green Mobile,Router,U4EA / F200 / 210,United States,
116,1359/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1196,PT. Borneo Global Media,Transmitter TV UHF,Richardson Electronic / AU 200D,Italy,
117,1360/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1297,PT. Dwi Utama Perkasa,PESAWAT TELEPON SELULAR,MAXTRON / MG 195,China,
118,1361/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1298,PT. Dwi Utama Perkasa,PESAWAT TELEPON SELULAR,MAXTRON / MG 185,China,
119,1362/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1303,PT. ZTE Indonesia,Pesawat Telepon Selular,ZTE / N62,China,
120,1363/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1313,PT. Megasindo Pratama,Pesawat Telepon Selular,GSTAR / 988,China,
121,1364/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1314,PT. Megasindo Pratama,Pesawat Telepon Selular,SKY PHONE / 818,China,
122,1365/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1315,PT. Megasindo Pratama,Pesawat Telepon Selular,TIGER / KF 838,China,
123,1366/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1318,PT. Sinar Jaya Sukses Mandiri,Pesawat Telepon Selular,Ht Mobile / G60,China,
124,1367/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1319,PT. Konten Indomedia Pratama,Mini PCIe Wireless Adapter,RALINK / RT2571,China,
125,1368/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1321,"Symbol Technologies, Inc.","Scanner with Bluetooth and 802,11a/b/g WLAN",Symbol / Motorola / MT2090,Mexico,
126,1369/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1322,"Symbol Technologies, Inc.",Scanner with Bluetooth,Symbol / Motorola / MT2070,Mexico,
127,1370/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1323,"Symbol Technologies, Inc.",Charging Cradle with Bluetooth,Symbol / Morotola / STB2078,Mexico,
128,1371/SPRHU/BBPPT/VIII/09,25-Aug-09,26-Aug-09,1290,PT. Hewlett-Packard Indonesia,HP iPAQ KB1,hp / HSTNH-P21C,China,
129,1372/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,837,PT. Halik Selindo Alpha,VSAT IP Hub System,Hughes Networks System / HX System,United States,
130,1373/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1049,PT. Johnson & Johnson Indonesia,Wireless Keypad / Audience Response SysTems,Reply / CRS 5200-E,United States,
131,1374/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1115,PT. Sea Bridge Shipping,GPS NAVIGATOR,JRC / JLR-7700MKII,Japan,
132,1375/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1118,PT. Sea Bridge Shipping,Furuno GPS Navigator GP-32,FURUNO / GP-32,Japan,
133,1376/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1179,PT. LG Electronics Indonesia,TELEPON SELULAR,LG / GW300,"Korea, Republic Of",
134,1377/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1203,PT. Megasindo Pratama,TELEPON SELULER,TO CALL / T-100,China,
135,1378/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1215,PT. Indotasik Graha Utama,VHF Receiver,Park Air Systyems (PAE) /.T6R,United Kingdom,
136,1379/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1294,Fujitsu PC Asia Pacific Limited,Bluetooth Module,Taiyo Yuden / EYSMJCSFW,Japan,
137,1380/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1328,PT. K-Touch Indonesia,Telepon Selular,K-TOUCH / H888 (GSM 900 MHz/1800 MHz),China,
138,1381/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1329,PT. Procell Indonesia,Telepon Selular GSM-GSM,Beyond / B 89(PD-25),China,
139,1382/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1330,PT. Tetap Jaya,Pesawat Telepon Selular,NEXT / NEXT G828,China,
140,1383/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1331,PT. Tetap Jaya,Pesawat Telepon Selular,NEXT / NEXT G838,China,
141,1384/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1332,PT. Tetap Jaya,Pesawat Telepon Selular,NEXT / NEXT G858,China,
142,1385/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1333,PT. Tetap Jaya,Pesawat Telepon Selular,NEXT / NEXT G818,China,
143,1386/SPRHU/BBPPT/VIII/09,25-Aug-09,27-Aug-09,1335,PT. Teletama Artha Mandiri,Pesawat Telepon Selular,VENERA / V1 (GSM 900/1800/1900 MHz),China,
144,1387/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,920,PT. Radio Anugerah Darma Bahana Citra,Pemancar Radio FM,"R.V.R Elettronica / VJ 3000, 3CX 3000 A7 + EI/EIMAC TUBE MADE IN USA / Type Coaxial 7/8",United States,
145,1388/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1177,PT. Sumber Karunia Anugrah,Telephone,BLUESKY / TPD-604001 BL,China,
146,1389/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1249,PT. SHARP ELECTRONIS INDONESIA,FAXIMILI,SHARP / AM-410,China,
147,1390/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1256,Fujitsu PC Asia Pacific Limited,UMTS Module,SIERRA WIRELESS / MC8790,China,
148,1391/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1304,PT. Raztel Solusindo Telematika,GPS GSM Tracking,RAZTEL / T700,China,
149,1392/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1305,PT. Haier Telecom Indonesia,HSDPA Modem,HaieR / WM100 (900/1800 MHz),China,
150,1393/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1334,PT. Meghantara Multimedia Solusindo,Modem USB HSPA,ViTELL / V515,China,
151,1394/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1337,PT. Samafitro,Multifungsi,CANON / MF8450C,China,
152,1395/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1374,PT. Panggung Electric Citrabuana,GPS Tracking Unit,AKARI / AGP-902,Indonesia,
153,1396/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1381,PT. Nokia Indonesia,Modem Selular,NOKIA / CS-15 Nokia Internet Stick/RD-10 (GSM850/900/1800/1900 WCDMA 900/2100),China,
154,1397/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1391,PT. Huawei Tech Investment,Modem GSM,HUAWEI / EM730,China,
155,1398/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1392,PT. Huawei Tech Investment,Modem GSM,HUAWEI / EM775,China,
156,1399/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,912,PT. Radio Suara Pesona,Guy Wire,DB Elettronica / TLX 4316883 DBE 1,Italy,
157,1400/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1233,PT. Karyamegah Adijaya,Digital Satellite Receiver High Definition,TANDBERG / TT1220,United States,
158,1401/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1244,PT. ZTE Indonesia,Telepon Telepon Selular,ZTE / Dual Mode GSM / i628,China,
159,1402/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1340,Intermec Technologies Corporation,Wireless portable printer,Intermec / PB21,Singapore,
160,1403/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1341,Intermec Technologies Corporation,"802,11g Portable Printer",Intermec / PB21,Singapore,
161,1404/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1342,Intermec Technologies Corporation,"802,11g Portable Printer",Intermec / PB31,Singapore,
162,1405/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1343,Intermec Technologies Corporation,Wireless portable printer,Intermec / PB31,Singapore,
163,1406/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1270,PT. Masa Depan Bumi,Pemancar Radio FM,DO 500 / 500 Watt,Indonesia,
164,1407/SPRHU/BBPPT/VIII/09,26-Aug-09,28-Aug-09,1221,PT. Cipta Skynindo,Digital Set Top Box,Dream Multimedia / DM 560-S,Taiwan,
1,1408/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1048,PT. Long River,Telepon Selular GSM,QZONE / Q308,China,
2,1409/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1158,PT. Megasindo Pratama,TELEPON SELULER,TIGER / KF 833,China,
3,1410/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1275,Logitech Far East Ltd.,"2,4GHz Cordless Mouse",Logitech / M-R0013,China,
4,1411/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1284,"AzureWave Technologies, Inc.","802,11b/g Wireless USB Half Size Mini Card",AzureWave / AW-NU706H,China,
5,1412/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1285,PT. Infracom Telesarana,Shape Low Noise Block Downconverter,JRC / NJR2173,Japan,
6,1413/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1287,PT. Gajah Mandala Jaya,Alat Komunikasi Radio,TAIT / TB7100 (350-400 MHz),New Zealand,
7,1414/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1300,PT. Duta Sarana Sukses,Pesawat Telepon Selular,GSTAR / 988,China,
8,1415/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1351,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon Selular,Sony Ericsson / Yari U100i : UMTS HSPA 850/1900/2100 GSM GPRS/EDGE 850/900/1800/1900 MHz,China,
9,1416/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1352,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon Selular,"Sony Ericsson / Jalou F100i, UMTS HSPA 850/1900/2100 GSM GPRS/EDGE 850/900/1800/1900 MHz",China,
10,1417/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1353,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon Selular,Sony Ericsson / T715 : UMTS HSPA 850/1900/2100 GSM GPRS/EDGE 850/900/1800/1900 MHz,China,
11,1418/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1377,PT. Samafitro,Faksimili,CANON / D1150,Thailand,
12,1419/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1379,PT. Meghantara Multimedia Solusindo,Pesawat Telepon Selular,ViTELL / V711,China,
13,1420/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1380,PT. Huawei Tech Investment,GSM Dual Band Mobile Phone,HUAWEI / G2200,China,
14,1421/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1394,PT. Procell Indonesia,Pesawat Telepon Selular,Beyond / B 21(HS-17),China,
15,1422/SPRHU/BBPPT/VIII/09,31-Aug-09,2009-09-01,1395,PT. Procell Indonesia,Pesawat Telepon Selular,Beyond / B 10 (HS-03),China,
16,1423/SPRHU/BBPPT/IX/09,2009-09-01,2009-09-02,1288,PT. Gajah Mandala Jaya,Alat Komunikasi Radio,TAIT / TM8255 (350-400 MHz),New Zealand,
17,1424/SPRHU/BBPPT/IX/09,2009-09-01,2009-09-02,1289,PT. Gajah Mandala Jaya,Alat Komunikasi Radio,TAIT / TM8235 (350-400 MHz),New Zealand,
18,1425/SPRHU/BBPPT/IX/09,2009-09-01,2009-09-02,1378,PT. Meghantara Multimedia Solusindo,Pesawat Telepon Selular,ViTELL / V720,China,
19,1426/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1280,PT. Aneka Kurnia Indah,Wireless USB Modem,EXISS / E 190 EVDO CDMA 800 MHz,China,
20,1427/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1301,PT. Infokom Internusa,IP Phone,MITEL / 5324 IP Phone,Canada,
21,1428/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1310,"VIA Technologies, Inc.",USB Dongle,VIA / VNT6656AU,China,
22,1429/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1316,PT. Haier Telecom Indonesia,TELEPON SELULAR CDMA,HAIER / C600 (800 MHz),China,
23,1430/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1320,Logitech Far East Ltd.,Cordless Keyboard,Logitech / Y-R0009,China,
24,1431/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1347,PT. Mega Mitra Sejati,Modem Data Wireless CDMA,AnyDATA / ADU-560D,"Korea, Republic Of",
25,1432/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1348,PT. Intersys,Modem Selular,IVIO / IVIO CDMA EDVO Type IV 2010 U,China,
26,1433/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1354,Sony Ericsson Mobile Communications AB (SEAB),Bluetooth Headset,Sony Ericsson / Sony Ericsson VH-310,China,
27,1434/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1355,Buffalo Inc.,"Wireless N High Power USB 2,0 Adapter",BUFFALO / WLI-UC-GNHP,Taiwan,
28,1435/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1358,PT. Muse Indonesia,Pesawat Telepon Selular,MUSE / MUSE S-790,China,
29,1436/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1360,PT. Motorola Indonesia,Bluetooth,Motorola / Motorola Bluetooth Headset H790,China,
30,1437/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,775,PT. Nugra Karsera,ZOOM LATITUDE Programming System,Guidant / 3120,United States,
31,1438/SPRHU/BBPPT/IX/09,2009-09-02,2009-09-03,1356,PT. Mitra Komunikasi Nusantara,Modem Selular,ICONNECT / C8300 (CDMA 800 MHz),China,
32,1439/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1242,PT. Dunia Marine Internusa,GPS (Global Positioning System),GARMIN / Oregon 300,Taiwan,
33,1440/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1295,PT. Infracom Telesarana,"0,84m Metal Antenna",PATRIOT / TXFCC-084EL,Taiwan,
34,1441/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1344,Primax Electronics Ltd.,Optical Mouse,Lenovo / Dongle / N30_D,China,
35,1442/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1345,Primax Electronics Ltd.,Wireless Keyboard,Lenovo / KBRF2271,China,
36,1443/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1349,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon Selular,Sony Ericsson / Satio U1i : UMTS HSPA 850/1900/2100 GSM GPRS/EDGE 850/900/1800/1900 MHz,China,
37,1444/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1350,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon Selular,Sony Ericsson / Aino U10i : UMTS HSPA 850/1900/2100 GSM GPRS/EDGE 850/900/1800/1900 MHz,China,
38,1445/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1359,PT. Muse Indonesia,Pesawat Telepon Selular,MUSE / MUSE E-550,China,
39,1446/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1362,PT. ComWorks Indonesia,Pesawat Telepon Selular,eTouch / X88,China,
40,1447/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1363,PT. Nokia Indonesia,Pesawat Telepon Selular,Nokia / 5230 / RM-588 (GSM/EDGE 850/900/1800/1900 WCDMA 900/2100+Bluetooth),China,
41,1448/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1364,PT. Nokia Indonesia,Pesawat Telepon Selular,NOkia / X3 / RM-540 (GSM/EDGE 850/900/1800/1900 +Bluetooth),China,
42,1449/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1365,PT. Aries Indo Global,Pesawat Telepon Selular,CROSS / GG53B (Dual SIM Card GSM),China,
43,1450/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1366,PT. Aries Indo Global,Pesawat Telepon Selular,CROSS / CG88 (GSM+GSM+CDMA),China,
44,1451/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1367,PT. Nico Indo Express,Pesawat Telepon Selular,DEZZO / D 800,China,
45,1452/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1370,PT. Aries Indo Global,Pesawat Telepon Selular,CROSS / CB 90 (Dual SIM Card GSM),China,
46,1453/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1371,PT. Multi Karya Sukses,TELEPON SELULER,ELZIO / ILOVE YOU,China,
47,1454/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1372,PT. Madya Utama Expresindo,Pesawat Telepon Selular,TiPhone / Tiphone T88,China,
48,1455/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1373,PT. Megasindo Pratama,Pesawat Telepon Selular,M-TEL / 888,China,
49,1456/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1382,PT. Aries Indo Global,Pesawat Telepon Selular,CROSS / CB 89 (Dual SIM Card GSM),China,
50,1457/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1385,PT. Madya Utama Expresindo,Pesawat Telepon Selular,"Rayyan / RN 900,Dualband-Dual SIM Card (GSM-GSM 900/1800 MHz)",China,
51,1458/SPRHU/BBPPT/IX/09,2009-09-03,2009-09-04,1368,3Com Corporation,Router,3Com / 3C13701,China,
52,1459/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1283,PT. Huawei Tech Investment,Wireless Modem,HUAWEI / E5830,China,
53,1460/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1293,3Com Corporation,3Com Outdoor 11a Building to Building Bridge and 11bg Access Point (3CRWEASYA73),3Com / WL-575,China,
54,1461/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1311,PT. Karyamegah Adijaya,XICOM KU-BAND POWER AMPLIFIER,XICOM / XTD-750,United States,
55,1462/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1312,PT. Karyamegah Adijaya,UPLINK KU BAND ANTENNA,"GLOBESAT / 4,5 M DUAL REFLECTOR MODIFIED GREGORIAN",China,
56,1463/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1326,PT. Trisha Jaya Elektrindo,Transmitter Radio FM,OMB / EM1000+G,SPAIN,
57,1464/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1361,PT. Radio Gema Panca Arga,Pemancar Radio Siaran,BW ( Broadcast Warehouse) / Excitter TX 25 Stereo Transmitter 25 Watt,United Kingdom,
58,1465/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1390,PT. Huawei Tech Investment,Modem Selular,HUAWEI / Wireless Gateway / B200,China,
59,1466/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1396,PT. Procell Indonesia,Pesawat Telepon Selular,Beyond / B 28 (HS-19),China,
60,1467/SPRHU/BBPPT/IX/09,2009-09-07,2009-09-07,1397,PT. Procell Indonesia,Telepon Selular GSM-GSM,Beyond / B 90 (PD-80),China,
61,1468/SPRHU/BBPPT/IX/09,2009-09-09,2009-09-10,981,PT. Varindo Buana Abadi,VSAT Transceiver,Anacom / Anasat EC-200,United States,
62,1469/SPRHU/BBPPT/IX/09,2009-09-09,2009-09-10,982,PT. Varindo Buana Abadi,VSAT Transceiver,Anacom / Anasat EC-100,United States,
63,1470/SPRHU/BBPPT/IX/09,2009-09-09,2009-09-10,1327,PT. Trisha Jaya Elektrindo,Transmitter Radio FM,OMB / EM2000+G,SPAIN,
64,1471/SPRHU/BBPPT/IX/09,2009-09-09,2009-09-10,1336,PT. Prima Mitratama Sejati,Multi Operator Combiner,COMBA / POI-IDNS01,Hong Kong,
65,1472/SPRHU/BBPPT/IX/09,2009-09-09,2009-09-10,1398,PT. Damai Sejati,Cordless Telephone,PANASONIC / KX-TG6411CX,China,
