id,nomor_memo_dinas,tahun_masuk,bulan_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
S11525,0092/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-08,2013-01-09,3398(2012),"Hewlett-Packard Indonesia, PT.",Color Ink Multi-Function Printer,hp / HP Officejet Pro X476dw MFP (VCVRA-1212),HP,Tiongkok, 
S11526,0093/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-08,2013-01-09,3399(2012),"Hewlett-Packard Indonesia, PT.",Monochrome Multi-Function Printer,hp / HP Laserjet Pro MFP M521dw (SHNGC-1200-01),HP,Tiongkok, 
S11527,0094/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-08,2013-01-09,3400(2012),"Hewlett-Packard Indonesia, PT.",Monochrome Multi-Function Printer,hp / HP Laserjet Pro MFP M521dn (SHNGC-1200-00),HP,Tiongkok, 
S11528,0095/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-08,2013-01-09,3403(2012),DENSO CORPORATION,Smart Card Key,DENSO / 14CCB,DENSO,Jepang, 
S11529,0096/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-08,2013-01-09,3404(2012),DENSO CORPORATION,Smart Card Key,DENSO / 14CCA,DENSO,Jepang, 
S11530,0097/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,2479(2012,"Vitell Mobile Indonesia, PT",Telepon Selular,ViTELL / V700,VITELL,Tiongkok, 
S11531,0098/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3104(2012,"MLW Telecom, PT.",TELEPON SELULAR,SPEEDUP / S6,SPEEDUP,Tiongkok, 
S11532,0099/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3326(2012,Detech Mitra Solusi PT,Modem GSM/GPRS Quad Band,Airlink GL / GL6100,AIRLINK GL,Tiongkok, 
S11533,0100/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3327(2012,Detech Mitra Solusi PT,Modem GSM/GPRS Quad Band,Airlink Fastrack / FXT009,AIRLINK FASTRACK,Tiongkok, 
S11534,0101/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3351(2012,"Samsung Electronics Co., Ltd.",Digital Camera,Samsung / WB30F,SAMSUNG,Tiongkok, 
S11535,0102/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3383(2012,"Arga Mas Lestari, PT.",Personal Access Network,Advan / Vandroid T3-A,ADVAN,Tiongkok, 
S11536,0103/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3397(2012,"Tera Data Indonusa, PT.",Personal Access Network,AXIOO / PICOPAD/GJE,AXIOO,Tiongkok, 
S11537,0104/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3422(2012,"Vizta Telesindo Prakarsa, PT.",Pesawat Telepon Selular,Xevian / E-02,XEVIAN,Tiongkok, 
S11538,0105/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3423(2012,"Vizta Telesindo Prakarsa, PT.",Pesawat Telepon Selular,Xevian / E-05,XEVIAN,Tiongkok, 
S11539,0106/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-09,2013-01-09,3424(2012,"Shambala Himalaya Persada, PT.",Pesawat Telepon Selular,I Cherry / C21,I CHERRY,Tiongkok, 
S11540,0107/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3079(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / T110,MITO,Tiongkok, 
S11541,0108/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3138(2012),"Netcomp System, PT.",Modem Selular,Huawei / E173,HUAWEI,Tiongkok, 
S11542,0109/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3219(2012),"Teletama Artha Mandiri, PT.",Celular Phone GSM900/1800 MHz,Venera / Prime 905,VENERA,Tiongkok, 
S11543,0110/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3315(2012),Parrot,Wireless Audio Speaker,Parrot / Parrot Zikmu Solo,PARROT,Tiongkok, 
S11544,0111/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3412(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / A15,MITO,Tiongkok, 
S11545,0112/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3415(2012),"Gvon Nusantara, PT.",Pesawat Telepon Selular,Gvon / Gvon 607-GSM-GSM-900/1800 MHz,GVON,Tiongkok, 
S11546,0113/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3425(2012),"Shambala Himalaya Persada, PT.",Telepon Selular,Prince / PC9000,PRINCE,Tiongkok, 
S11547,0114/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3426(2012),"Shambala Himalaya Persada, PT.",Pesawat Telepon Selular,I Cherry / C22,I CHERRY,Tiongkok, 
S11548,0115/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3436(2012),"Avanta Jaya Mandiri, PT.",Telepon Selular,ALDO / AL234,ALDO,Tiongkok, 
S11549,0116/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3437(2012),"Avanta Jaya Mandiri, PT.",Telepon Selular,KINGBERRY / H7,KINGBERRY,Tiongkok, 
S11550,0117/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3345(2012),Intermec Technologies (S) Pte Ltd,BT board,Intermec / INBT02,INTERMEC,Malaysia, 
S11551,0118/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3384(2012),SUN GLOBAL TRADING PT,Bluetooth Portable Speaker,Philips / SBT50,PHILIPS,Tiongkok, 
S11552,0119/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3385(2012),SUN GLOBAL TRADING PT,Bluetooth Portable Speaker,Philips / SBT30,PHILIPS,Tiongkok, 
S11553,0120/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3386(2012),SUN GLOBAL TRADING PT,Bluetooth Portable Speaker,Philips / SBT75,PHILIPS,Tiongkok, 
S11554,0121/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3391(2012),NEC Corporation,Spectral Wave 40-Chanel DWDM,NEC / 40-Channel DWDM,NEC,Jepang, 
S11555,0122/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3420(2012),"Samafitro, PT.",Mesin Multifungsi,Canon / MF 4890dw,CANON,Korea Selatan, 
S11556,0123/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3454(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / 128,MITO,Tiongkok, 
S11557,0124/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3459(2012),"Dwi Utama Perkasa, PT.",Pesawat Telepon Selular,Maxtron / Power Bank,MAXTRON,Tiongkok, 
S11558,0125/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3467(2012),"Trisakti Universal, PT.",Pesawat Telepon Selular,MAXIS / MX 15,MAXIS,Tiongkok, 
S11559,0126/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-10,2013-01-11,3468(2012),"Trisakti Universal, PT.",Pesawat Telepon Selular,MAXIS / MX 10,MAXIS,Tiongkok, 
S11560,0127/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,2211(2012),"Shambala Himalaya Persada, PT.",Telepon Selular,I Cherry / C56,I CHERRY,Tiongkok, 
S11561,0128/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3140(2012),"Trisakti Universal, PT.",Telepon Genggam,Maxis / MX9,MAXIS,Tiongkok, 
S11562,0129/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3173(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / 282,MITO,Tiongkok, 
S11563,0130/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3174(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / 360,MITO,Tiongkok, 
S11564,0131/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3239(2012),"Dwi Utama Perkasa, PT.",Mobile Phone,MAXTRON / MG596,MAXTRON,Tiongkok, 
S11565,0132/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3258(2012),"Teletama Artha Mandiri, PT.",Cellular Phone GSM 900/1800 MHz,Venera / Aktiv 123,VENERA,Tiongkok, 
S11566,0133/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3260(2012),"Teletama Artha Mandiri, PT.",Cellular Phone GSM 900/1800 MHz,Venera / Aktiv 125,VENERA,Tiongkok, 
S11567,0134/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3261(2012),"Teletama Artha Mandiri, PT.",Cellular Phone GSM 900/1800 MHz,Venera / Aktiv 220,VENERA,Tiongkok, 
S11568,0135/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3339(2012),"Avanta Jaya Mandiri, PT.",Telepon Selular,Steele / Q9,STEELE,Tiongkok, 
S11569,0136/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3366(2012),"LG Electronics Indonesia, PT.",Bluetooth,LG / Module Bluetooth / MB0402C2,LG,Korea Selatan, 
S11570,0137/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3402(2012),"Hewlett-Packard Indonesia, PT.",Wireless LAN Access Point,"hp / HP M220 802,11n WW Access Point (RSVLC-1103)",HP,Tiongkok, 
S11571,0138/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3417(2012),"Supertone, PT.",Pesawat Telepon Selular,SPC / S6,SPC,Tiongkok, 
S11572,0139/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3421(2012),Sony Mobile Communications AB  ,Pesawat Telepon Selular,Sony / Sony Xperia E C1505,SONY,Tiongkok, 
S11573,0140/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-11,3431(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,MITO / A110,MITO,Tiongkok, 
S11574,0141/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,1751(2012),CV. International Trading Co.,Modem Selular,HUAWEI / E3251,HUAWEI,Tiongkok, 
S11575,0142/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,2265(2012),"Huawei Tech Investment, PT.",IP Phone,HUAWEI / eSpace 7830,HUAWEI,Tiongkok, 
S11576,0143/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,2266(2012),"Huawei Tech Investment, PT.",IP Phone,HUAWEI / eSpace 7810,HUAWEI,Tiongkok, 
S11577,0144/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,2620(2012),"Huawei Tech Investment, PT.",IP Phone,HUAWEI / eSpace 7870,HUAWEI,Tiongkok, 
S11578,0145/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,2621(2012),"Huawei Tech Investment, PT.",IP Phone,HUAWEI / eSpace 7850,HUAWEI,Tiongkok, 
S11579,0146/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3300(2012),PT. Panca Komunindo Perkasa,Radio Base Station Repeater,SPECTRA ENGINEERING / MX800,SPECTRA ENGINEERING,Australia, 
S11580,0147/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3401(2012),"Hewlett-Packard Indonesia, PT.",Color Ink Multi-Function Printer,hp / HP Officejet Pro X576dw MFP (VCVRA-1212),HP,Tiongkok, 
S11581,0148/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3407(2012),"Puri Mandiri Sejahtera, PT.",FM Modulator,M-Tech / SY-880,M-TECH,Tiongkok, 
S11582,0149/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3435(2012),"Hewlett-Packard Indonesia, PT.",Printer Multi Fungsi,hp / HP Laserjet Enterprise 700 Color MFP M775f (BOISB-0805-02),HP,Tiongkok, 
S11583,0150/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3449(2012),Ericsson AB,Ericsson Mobile Broadband Module,Ericsson / N5321,ERICSSON,Tiongkok, 
S11584,0151/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,4,PT. Bejana Nusa Agung,WIFI ROUTER,AIRDISK / AIRDISK,AIRDISK,Tiongkok, 
S11585,0152/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3003(2012),"Bintang Cemerlang, PT.",Telepon Selular,Ninetology / I9500,NINETOLOGY,Tiongkok, 
S11586,0153/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3006(2012),"Prolink Intidata Nusantara, PT.",TABLET PC,Prolink / PTA9H,PROLINK,Tiongkok, 
S11587,0154/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3292(2012),"Tera Data Indonusa, PT.",Smartphone,AXIOO / PICOPAD/GDK,AXIOO,Tiongkok, 
S11588,0155/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3447(2012),JVC Kenwood Corporation,CD Receiver,JVC / KD-R746BT,JVC,Indonesia, 
S11589,0156/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3450(2012),"LG Electronics Indonesia, PT.",Mobile Phone,LG / E975,LG,Korea Selatan, 
S11590,0157/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3455(2012),"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / A58,MITO,Tiongkok, 
S11591,0158/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-11,2013-01-14,3462(2012),"Aries Indo Global, PT.",Pesawat Telepon Selular,Cross / A7S,CROSS,Tiongkok, 
S11592,0159/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-14,2013-01-14,3334(2012),Control4 Corporation,"7"" Portable Touch Screen",Control4 / C4-TSMC7-EN-BL,CONTROL4,Tiongkok, 
S11593,0160/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-14,2013-01-14,1,"INTERNASIONAL TEKNOKOM CIPTAKREASI, PT.",Modem Selular,Mylink / M175,MYLINK,Tiongkok, 
S11594,0161/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-14,2013-01-14,2,"INTERNASIONAL TEKNOKOM CIPTAKREASI, PT.",Modem Selular,Mylink / M173,MYLINK,Tiongkok, 
S11595,0162/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-14,2013-01-14,16,"Trisakti Universal, PT.",Pesawat Telepon Selular,Maxis /  MX11,MAXIS,Tiongkok, 
S11596,0163/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,8,"GOBIG ALCA NESSA, PT.",DVD Player,Skeleton / SKT-8176,SKELETON,Tiongkok, 
S11597,0164/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,9,"GOBIG ALCA NESSA, PT.",DVD Player,Skeleton / SKT-8174,SKELETON,Tiongkok, 
S11598,0165/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,18,"Trisakti Universal, PT.",Pesawat Telepon Selular,INI / 1168,INI,Tiongkok, 
S11599,0166/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,19,"Avanta Jaya Mandiri, PT.",Telepon Selular,MMC / 222,MMC,Tiongkok, 
S11600,0167/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,30,"Nokia Indonesia, PT.",Telepon Selular,Nokia / 105/RM-908,NOKIA,Vietnam, 
S11601,0168/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,31,"Nokia Indonesia, PT.",Telepon Selular,Nokia / 105/RM-908,NOKIA,Tiongkok, 
S11602,0169/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,42,"Megacom Alfapratama, PT.",Personal Access Network,Dadudu / DU-071,DADUDU,Taiwan, 
S11603,0170/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,3253(2012),Cisco Systems Inc.,"7"" Portable Touch Screen",Cisco / SCH-TABLET,CISCO,Tiongkok, 
S11604,0171/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,3333(2012),Parrot,Parrot ASTEROID Tablet ,Parrot / Xanthi5,PARROT,Tiongkok, 
S11605,0172/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,3365(2012),"Julizt Pilar Kencana, PT.",Bluetooth-Enabled Speaker,Edifier / iF600BT Multimedia Speaker,EDIFIER,Tiongkok, 
S11606,0173/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,3411(2012),"MLW Telecom, PT.",Tablet PC Internet,Speedup / TB-714,SPEEDUP,Tiongkok, 
S11607,0174/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-15,2013-01-15,3429(2012),"Triyaso Telekomindo, PT.",Wireless Adapter,InFocus / Liteshow III,INFOCUS,Taiwan, 
S11608,0175/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,2685(2012),"MLW Telecom, PT.",TABLET PC Internet,SPEEDUP / S9,SPEEDUP,Tiongkok, 
S11609,0176/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3065(2012),Fluke Corporation,Wireless AC Clamp Meter,Fluke / FLUKE CNX a3000,FLUKE,Tiongkok, 
S11610,0177/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3070(2012),Fluke Corporation,Wireless iFLex,Fluke / FLUKE CNX i3000,FLUKE,Tiongkok, 
S11611,0178/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3071(2012),Fluke Corporation,Wireless AC Voltage Meter,Fluke / FLUKE CNX v3000,FLUKE,Tiongkok, 
S11612,0179/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3072(2012),Fluke Corporation,Wireless K-Type Thermometer,Fluke / FLUKE CNX t3000,FLUKE,Tiongkok, 
S11613,0180/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3346(2012),Logitech Far East Ltd.,Bluetooth Mouse,DELL / WM524,DELL,Tiongkok, 
S11614,0181/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3387(2012),"SFI Technology, PT.",Mouse,I-Mice / IM-KM18,I-MICE,Tiongkok, 
S11615,0182/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3388(2012),"SFI Technology, PT.",Keyboard,I-Mice / IM-KM18,I-MICE,Tiongkok, 
S11616,0183/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3427(2012),"Huawei Tech Investment, PT.",Filter,Kaelus / DDF0061F1V1-1,KAELUS,Tiongkok, 
S11617,0184/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3448(2012),"Samsung Electronics Co., Ltd.",Digital Camera,Samsung / ST150F,SAMSUNG,Tiongkok, 
S11618,0185/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,3452(2012),"DB Elektronika Indonesia, PT.",KE 20 FM Modulator/Exciter,DB Elettronica Telecomunicazioni SpA - Italy / KE 20 FM Modulator/Exciter Freq. 97.5 - 108 MHz,DB ELETTRONICA TELECOMUNICAZIONI SPA - ITALY,Italy, 
S11619,0186/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-17,6,"Arga Mas Lestari, PT.",Personal Access Network,Advan / Vandroid/T1-E,ADVAN,Tiongkok, 
S11620,0187/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,13,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular,Samsung / GT-I9082,SAMSUNG,Korea Selatan, 
S11621,0188/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,14,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular,Samsung / GT-I9082,SAMSUNG,Tiongkok, 
S11622,0189/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,15,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular,Samsung / GT-I9082,SAMSUNG,Vietnam, 
S11623,0190/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,27,"Mitra Komunikasi Nusatara, PT.",Android Tablet,Cyrus / Action 3G,CYRUS,Tiongkok, 
S11624,0191/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,52,"MLW Telecom, PT.",TABLET PC,SPEEDUP / TB-721,SPEEDUP,Tiongkok, 
S11625,0192/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,53,"MLW Telecom, PT.",TABLET PC INTERNET,SPEEDUP / TA-734,SPEEDUP,Tiongkok, 
S11626,0193/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,62,"Tiphone Mobile Indonesia, PT.",Pesawat Telepon Selular,Ti-Phone / T20v GSM 900/DCS 1800 MHz,TI-PHONE,Tiongkok, 
S11627,0194/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,65,"Metrotech Jaya Komunika ndonesia, PT.",Pesawat Telepon Selular,NEXIAN / M5612,NEXIAN,Tiongkok, 
S11628,0195/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,66,"Metrotech Jaya Komunika ndonesia, PT.",Pesawat Telepon Selular,Nexian / M5311,NEXIAN,Tiongkok, 
S11629,0196/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,71,"Trisakti Universal, PT.",Pesawat Telepon Selular,Blackfox / A2,BLACKFOX,Tiongkok, 
S11630,0197/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,3456(2012),"Sakura Jaya Mandiri, PT.",Android Tablet Game,Tenova/ G7,TENOVA,Tiongkok, 
S11631,0198/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,76,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular,SAMSUNG / GT-S3802,SAMSUNG,Korea Selatan, 
S11632,0199/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,78,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular,SAMSUNG / GT-S3802,SAMSUNG,Vietnam, 
S11633,0200/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-17,2013-01-18,82,Huawei Technologies Co Ltd,HSPA+Module,HUAWEI / MU736,HUAWEI,Tiongkok, 
S11634,0201/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-23,2775(2012),"Dwi Utama Perkasa, PT.",Mobile Phone,Maxtron / P2,MAXTRON,Tiongkok, 
S11635,0202/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3181(2012),"ACER INDONESIA, PT.",Personal Access Network ,Acer / Iconia Tab W700P,ACER,Tiongkok, 
S11636,0203/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-21,3236(2012),"Integra Pratama, PT.",EDC (Electronic Data Capture),Verifone / MagIC3 M-3,VERIFONE,Tiongkok, 
S11637,0204/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-21,3301(2012),"Teletama Artha Mandiri, PT.",Cellular Phone GSM 900/1800 MHz,Venera / Prime 906,VENERA,Tiongkok, 
S11638,0205/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-21,39,"ACER INDONESIA, PT.",Pesawat Telepon Selular,Acer / Smart Phones Z120,ACER,Tiongkok, 
S11639,0206/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-21,41,"Arga Mas Lestari, PT.",Tablet PC,Advan / Vandroid T1-A,ADVAN,Tiongkok, 
S11640,0207/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-21,77,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular,SAMSUNG / GT-S3802,SAMSUNG,Tiongkok, 
S11641,0208/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,2939(2012),"General Utama Expresindo, PT.",Pesawat Telepon Selular,GALAXY / GX902,GALAXY,Tiongkok, 
S11642,0209/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,2941(2012),"General Utama Expresindo, PT.",Pesawat Telepon Selular,GALAXY / GX99 ( GSM 900-1800 MHz ),GALAXY,Tiongkok, 
S11643,0210/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3038(2012),Asustek Computer Inc.,ASUS Tablet,ASUS / TF600TG,ASUS,Tiongkok, 
S11644,0211/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3192(2012),"Quaterindo Maju Jaya, PT.",Handy Talky,Berlin / FM-V6 VHF : 136 - 174 MHz UHF : 400 - 440 MHz,BERLIN,Tiongkok, 
S11645,0212/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3217(2012),"BALI INDO COMMUNICATION, PT.",Telepon Selular,Nexcom / NC999,NEXCOM,Tiongkok, 
S11646,0213/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3227(2012),PT. Madya Utama Expresindo,Telepon Selular,Micxon / EX3,MICXON,Tiongkok, 
S11647,0214/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3240(2012),"Catur Mitra Adhikara, PT.",Cable Modem,Motorola / SB 5101 U,MOTOROLA,Tiongkok, 
S11648,0215/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3281(2012),"Dwi Utama Perkasa, PT.",Mobile Phone,Maxtron / MG577,MAXTRON,Tiongkok, 
S11649,0216/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3322(2012),"Vizta Telesindo Prakarsa, PT.",Pesawat Telepon Selular,Xevian / A-3,XEVIAN,Tiongkok, 
S11650,0217/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3381(2012),"Sony Indonesia, PT.",Wireless LAN Module,SONY / IFU-WLM3,SONY,Tiongkok, 
S11651,0218/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3395(2012),Pioneer Corporation,Car Audio with Bluetooth,Toyota / NXF-9038,TOYOTA,Jepang, 
S11652,0219/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3396(2012),Pioneer Corporation,Car Audio with Bluetooth,Toyota / NXF-9238,TOYOTA,Jepang, 
S11653,0220/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3418(2012),PT. Anta Mediakom,"Antenna 1,8 m",Skyware / RxTx Class I Antenna System Type 180Tx,SKYWARE,Amerika Serikat, 
S11654,0221/SPRHU/BBPPT/I/2013,2013,Januari,2013-01-21,2013-01-22,3433(2012),"Hewlett-Packard Indonesia, PT.",Printer Multi Fungsi,hp / HP Color LaserJet Enterprise CM454Of MFP (BOISB-0806-02),HP,Jepang, 
