id,nomor_memo_dinas,tahun_masuk,bulan_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
S07702,1754/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1655,"Star Multimedia Abadi, PT.",Pesawat Telpeon Selular,DGtel / DG 111,DGTEL,Tiongkok, 
S07703,1755/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1671,"Multindo Asia Nusantara, PT.",PESAWAT TELEPON SELULAR,INDIGO / T100,INDIGO,Tiongkok, 
S07704,1756/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1678,"Duta Sarana Sukses, PT.",Pesawat Telepon Selular,ISIS / I-3,ISIS,Tiongkok, 
S07705,1757/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1683,"Selular Media Infotama, PT.",PESAWAT TELEPON SELULAR,hTC / hTC EVO 3D X515m,HTC,Taiwan, 
S07706,1758/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1689,PT. Meghantara Multimedia Solusindo,PESAWAT TELEPON SELULAR,ViTELL / V339,VITELL,Tiongkok, 
S07707,1759/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1696,"Metrotech Jaya Komunika Indonesia, PT.",Pesawat Telepon Selular,NEXIAN / NX-G311,NEXIAN,Tiongkok, 
S07708,1760/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1698,"Telesindo Shop, PT",PESAWAT TELEPON SELULAR,"KENXINDA / Z88, GSM900/1800 MHz",KENXINDA,Tiongkok, 
S07709,1761/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1749,"Abhimata Citra Abadi, PT.",Repeater,Comba / SP 2110 WCDMA,COMBA,Tiongkok, 
S07710,1762/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1619,PT. Madya Utama Expresindo,PESAWAT TELEPON SELULAR,Micxon / CX12,MICXON,Tiongkok, 
S07711,1763/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1674,"Samsung Electronics Indonesia, PT.",PESAWAT TELEON SELULAR,SAMSUNG / SCH-W139 (GSM 900/1800/CDMA 800 MHz),SAMSUNG,Tiongkok, 
S07712,1764/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1699,"Telesindo Shop, PT",PESAWAT TELEPON SELULAR,"KENXINDA / D8, GSM900/1800 MHz",KENXINDA,Tiongkok, 
S07713,1765/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1713,"Sony Indonesia, PT.",HD VISUAL COMMUNICATION SYSTEM,SONY / PCS-XG55,SONY,Jepang, 
S07714,1766/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1731,Zoom Telephonics Inc.,Bluetooth USB Dongle,Zoom / 4321,ZOOM,Tiongkok, 
S07715,1767/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,12-Aug-11,1735,"Samsung Electronics Indonesia, PT.",Bluetooth,Samsung / HM5000,SAMSUNG,Tiongkok, 
S07716,1768/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1491,"Global Comm Nusantara, PT.",Modulator,Teamcast / Vyper,TEAMCAST,Perancis, 
S07717,1769/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1584,"Avanta Jaya Mandiri, PT.",PESAWAT TELEPON SELULAR,L-STAR / LS-15,L-STAR,Tiongkok, 
S07718,1770/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1659,"Tiphone Mobile Indonesia, PT.",Pesawat Telepon Selular,"TI-Phone / T32, GSM900/DCS 1800 MHz",TI-PHONE,Tiongkok, 
S07719,1771/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1666,PT. Mikro Teknologi Indonesia,PESAWAT TELEPON SELULAR,TAXCO / CX 2,TAXCO,Tiongkok, 
S07720,1772/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1679,"Duta Sarana Sukses, PT.",Pesawat Telepon Selular,GSTAR / Q18,GSTAR,Tiongkok, 
S07721,1773/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1691,CV. Aego Indonesia,Pesawat Telepon Selular,AEGO / R100,AEGO,Tiongkok, 
S07722,1774/SPRHU/BBPPT/VIII/2011,2011,Agustus,12-Aug-11,15-Aug-11,1692,CV. Aego Indonesia,Pesawat Telepon Selular,AEGO / R8,AEGO,Tiongkok, 
S07723,1775/SPRHU/BBPPT/VIII/2011,2011,Agustus,15-Aug-11,15-Aug-11,1161,Viewsonic Corporation,PESAWAT TELEPON SELULAR,VIEWSONIC / VS14034,VIEWSONIC,Amerika Serikat, 
S07724,1776/SPRHU/BBPPT/VIII/2011,2011,Agustus,15-Aug-11,15-Aug-11,1360,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / M188,IMO,Tiongkok, 
S07725,1777/SPRHU/BBPPT/VIII/2011,2011,Agustus,15-Aug-11,15-Aug-11,1788,PT. Mirusa Graha,"SURVIVAL CRAFT-2WAY-VHF RADIO (Freq. 156,300 - 156,875 MHz)",ICOM / IC-GM1600E,ICOM,Jepang, 
S07726,1778/SPRHU/BBPPT/VIII/2011,2011,Agustus,15-Aug-11,15-Aug-11,1789,PT. Mirusa Graha,UHF REPEATER (Freq. 350 - 400 MHz),ICOM / IC-FR6000,ICOM,Jepang, 
S07727,1779/SPRHU/BBPPT/VIII/2011,2011,Agustus,15-Aug-11,15-Aug-11,1791,PT. Mirusa Graha,"VHF MARINE TRANSCEIVER (Freq. 156,025 - 163,275 MHz)",ICOM / IC-M72,ICOM,Jepang, 
